attendance,midsem,assignment,gpa,quiz,result
84,13,3,1.0,4,1
1,17,2,5.8,5,1
60,19,5,3.3,5,1
57,3,1,9.5,0,0
59,20,5,5.0,5,1
39,17,1,4.7,4,1
35,6,1,3.1,4,0
36,14,1,3.4,0,0
78,20,1,5.1,2,1
91,5,3,3.1,4,1
17,15,4,8.9,5,1
97,19,3,4.4,5,1
62,7,4,2.9,0,0
21,20,3,1.6,1,1
10,15,1,6.7,1,0
57,15,0,0.3,0,0
56,2,5,4.5,1,0
76,16,4,5.5,4,1
3,8,0,3.4,0,0
85,2,1,7.5,5,1
6,19,4,6.8,4,1
60,6,0,9.7,3,0
53,17,3,5.1,2,1
87,11,1,5.4,5,1
67,18,3,2.5,5,1
91,15,3,3.9,2,1
78,16,1,0.3,2,1
0,19,4,6.9,0,1
54,14,5,3.1,3,1
2,0,2,5.4,2,0
77,1,2,2.5,4,0
37,7,5,6.2,5,1
0,1,1,4.5,2,0
37,18,2,4.8,3,1
84,8,5,9.4,4,1
28,8,0,7.1,4,0
4,12,5,2.6,0,0
73,5,4,5.0,0,1
91,14,5,4.7,1,1
20,18,3,8.0,3,1
70,20,3,8.3,4,1
66,14,1,2.8,3,1
46,17,3,8.2,2,1
83,6,0,1.8,5,1
82,10,5,7.6,2,1
34,7,0,2.5,5,0
67,5,1,3.0,1,0
68,7,3,8.5,4,1
0,1,2,4.2,5,0
67,18,5,9.9,4,1
11,15,2,1.5,5,0
59,6,4,4.6,1,0
26,9,1,7.3,2,0
55,11,4,0.1,4,1
22,16,2,1.5,5,1
24,6,2,0.2,3,0
20,7,2,9.9,4,0
60,6,4,7.6,5,1
62,3,1,3.7,5,0
51,2,5,1.6,2,0
87,18,5,0.9,4,1
24,14,0,5.3,4,0
54,3,0,9.8,0,0
45,8,2,6.7,5,0
31,12,1,3.7,4,0
54,17,1,5.0,5,1
95,20,3,10.0,1,1
4,15,3,5.2,1,0
35,0,4,9.6,3,0
48,3,3,0.2,4,0
57,17,5,7.2,3,1
38,7,5,6.3,2,0
79,19,4,6.9,5,1
96,15,0,5.7,2,1
84,20,2,0.4,0,1
60,10,1,1.5,0,0
8,19,0,9.2,4,1
5,20,5,2.3,4,1
34,20,0,9.9,3,1
38,20,4,6.8,3,1
21,18,2,4.4,4,1
40,18,5,9.2,4,1
4,17,4,7.9,0,1
41,18,0,4.3,0,0
86,10,1,0.7,0,1
80,2,3,8.7,4,1
75,7,4,7.7,3,1
86,19,5,7.9,1,1
79,18,0,7.4,1,1
66,9,3,2.8,3,0
29,15,3,8.6,3,1
56,4,0,0.0,3,0
85,19,2,2.4,0,1
72,8,0,0.5,2,0
28,7,5,1.1,4,0
36,10,1,5.3,0,0
86,15,5,0.4,1,1
12,6,3,1.8,4,0
31,14,1,2.3,3,0
45,20,4,6.6,5,1
22,19,3,4.7,1,1
44,16,2,4.6,3,1
16,5,0,7.7,5,0
84,14,4,4.6,3,1
65,7,5,3.5,3,1
100,6,1,9.6,4,1
5,1,4,0.1,1,0
17,12,2,3.1,1,0
93,5,0,6.1,3,0
21,4,4,7.8,0,0
32,19,5,8.2,2,1
29,0,1,0.5,5,0
80,17,4,7.1,0,1
31,14,0,7.2,4,1
41,9,5,2.1,5,1
77,2,4,1.1,2,0
9,4,1,7.5,0,0
35,12,0,2.5,5,0
33,7,2,0.0,1,0
72,20,2,2.2,0,1
27,1,3,0.3,3,0
10,8,4,2.5,4,0
77,16,1,3.4,0,1
38,17,4,2.7,5,1
46,12,0,9.2,0,0
18,0,3,2.3,5,0
14,11,1,4.7,2,0
27,19,4,9.6,3,1
23,19,1,8.8,2,1
71,20,0,3.1,4,1
8,4,3,3.3,4,0
46,7,1,5.9,5,0
32,14,0,9.2,3,1
61,2,2,0.1,2,0
96,5,1,3.9,3,1
18,12,3,8.5,2,0
66,11,5,4.1,5,1
73,18,5,7.2,5,1
39,17,1,6.9,5,1
46,0,1,2.1,1,0
64,6,0,4.5,3,0
28,11,4,5.7,4,0
49,9,5,7.2,2,1
97,11,4,8.2,1,1
12,10,5,7.6,4,1
0,3,1,0.3,2,0
33,18,3,6.7,1,1
92,5,3,5.0,4,1
47,8,5,5.7,4,1
76,19,5,3.7,1,1
47,9,0,7.1,4,0
48,4,1,6.7,2,0
63,12,1,5.8,2,0
60,8,4,8.6,4,1
28,1,0,1.0,0,0
38,17,2,3.0,5,1
87,20,3,5.0,1,1
25,0,3,9.6,0,0
16,20,1,0.7,2,0
70,11,0,3.4,4,1
12,9,2,9.3,3,0
68,1,3,9.0,3,0
25,8,0,8.7,5,0
48,1,2,3.1,0,0
66,13,5,8.5,0,1
6,10,1,5.1,0,0
57,10,4,6.2,2,1
48,16,3,2.4,5,1
52,3,3,7.1,5,0
64,12,2,3.3,2,1
61,6,4,3.4,5,1
16,15,5,6.4,4,1
42,0,0,2.4,2,0
24,12,1,2.2,4,0
2,0,0,3.7,4,0
78,10,2,7.8,0,1
28,5,3,2.2,3,0
31,19,5,7.9,0,1
25,2,3,7.0,2,0
15,11,0,6.8,1,0
24,4,5,4.7,2,0
53,8,1,7.5,3,0
27,11,2,0.1,2,0
72,9,1,3.1,3,0
55,18,2,6.8,1,1
64,4,1,9.9,1,0
92,4,0,0.0,5,0
85,8,4,5.1,4,1
79,19,5,9.2,2,1
40,16,2,8.6,4,1
50,9,0,0.2,0,0
70,20,3,5.3,0,1
77,0,3,0.0,0,0
28,15,1,7.9,5,1
82,14,3,3.1,0,1
18,16,4,7.7,0,1
65,19,2,9.4,2,1
40,12,1,9.8,4,0
44,0,2,8.9,4,0
14,7,2,2.0,3,0
2,4,0,1.9,0,0
10,5,3,6.3,1,0
52,19,5,5.4,3,1
45,13,2,0.1,3,0
29,10,4,3.9,2,0
56,5,4,9.1,3,1
17,10,5,9.0,1,0
50,12,3,2.0,4,1
47,11,3,3.8,3,1
65,1,1,5.6,2,0
95,20,1,8.5,0,1
7,2,1,5.3,1,0
21,3,3,9.7,0,0
5,16,2,8.0,5,1
75,5,0,9.5,3,0
56,6,5,7.3,4,1
35,14,5,8.8,2,1
78,10,5,8.3,1,1
91,2,1,2.5,4,0
56,5,0,2.3,1,0
48,1,4,8.6,2,0
44,13,3,0.8,2,1
81,8,4,4.1,3,1
65,17,1,8.2,1,1
76,18,2,8.1,5,1
44,11,1,1.4,5,0
78,12,0,4.9,3,1
19,11,1,4.8,1,0
63,11,5,3.2,1,1
92,17,2,9.2,0,1
92,8,2,6.5,3,1
66,16,3,9.8,1,1
82,20,3,0.7,1,1
2,15,5,3.9,2,0
53,16,2,8.4,0,1
77,20,5,4.2,5,1
63,7,2,2.6,5,0
39,10,0,10.0,2,0
58,1,1,8.7,3,0
54,7,3,5.5,5,1
61,11,0,5.6,3,0
3,20,1,0.1,1,0
59,0,3,9.8,4,0
74,12,5,8.1,2,1
94,20,0,0.4,3,1
95,16,4,1.8,1,1
90,13,4,8.2,1,1
29,13,3,0.9,2,0
1,15,0,9.4,5,0
61,16,1,10.0,1,1
48,5,1,8.9,0,0
8,6,0,7.4,5,0
91,0,4,4.9,4,1
30,14,0,0.8,2,0
97,19,4,7.3,2,1
60,20,4,4.0,2,1
78,17,5,5.7,1,1
47,12,5,2.9,1,1
24,1,1,2.4,2,0
35,18,3,3.2,2,1
7,14,2,8.1,0,0
72,11,0,4.3,3,0
57,14,4,3.1,5,1
100,17,0,4.3,5,1
44,13,3,0.3,0,0
61,5,3,8.9,2,0
38,11,2,5.5,1,0
95,19,2,1.0,1,1
57,5,4,2.9,2,0
80,8,5,9.8,3,1
98,3,2,5.9,4,1
100,16,5,2.9,4,1
82,1,5,4.3,0,0
63,15,4,2.6,5,1
43,13,1,0.3,3,0
28,7,5,8.4,4,1
58,13,4,2.9,3,1
70,1,2,8.4,1,0
91,15,0,4.8,1,1
8,3,2,1.8,3,0
91,0,3,8.0,2,1
5,19,2,3.8,4,1
28,13,1,7.1,4,0
57,7,4,8.4,1,1
16,2,5,9.6,5,0
15,4,3,0.9,0,0
86,5,4,0.1,4,1
94,7,4,5.5,1,1
2,5,5,2.6,1,0
20,5,2,4.7,3,0
63,3,0,0.7,3,0
89,6,3,5.0,5,1
35,18,5,1.2,3,1
100,6,1,8.4,0,1
85,2,1,7.6,4,0
61,7,0,0.7,0,0
41,0,0,8.4,0,0
75,0,2,3.2,3,0
41,13,1,3.5,5,0
60,5,3,1.8,1,0
12,9,5,8.4,2,1
10,13,0,4.0,1,0
53,3,0,0.5,1,0
15,5,0,9.7,1,0
7,15,5,2.6,1,0
58,20,3,9.4,0,1
56,0,1,3.0,3,0
39,5,3,8.3,3,0
58,8,5,6.6,1,1
1,14,3,8.6,2,1
93,11,2,9.8,4,1
93,2,5,8.7,1,1
75,10,0,4.0,1,0
9,14,1,8.1,2,0
43,2,2,7.1,0,0
10,13,2,0.6,1,0
78,1,5,9.3,2,1
79,3,4,4.7,0,0
80,18,0,1.3,0,1
89,11,1,4.3,5,1
1,1,1,6.0,5,0
49,16,1,5.7,5,1
11,2,5,5.7,1,0
89,9,0,2.6,0,0
22,15,5,6.3,1,1
17,8,1,9.1,1,0
61,10,3,3.9,3,1
95,20,3,6.3,4,1
61,14,0,2.4,4,1
37,2,1,0.5,3,0
66,15,5,5.9,1,1
37,20,4,0.5,2,1
66,20,4,7.2,0,1
93,20,4,6.7,3,1
60,11,3,3.7,5,1
0,4,5,4.1,3,0
93,6,4,9.2,3,1
44,8,1,0.1,3,0
95,20,1,5.6,4,1
27,17,4,9.2,1,1
20,20,2,9.1,3,1
12,7,4,5.8,3,0
26,11,2,3.8,3,0
99,19,0,1.0,2,1
6,1,0,1.7,2,0
21,9,1,6.8,0,0
73,18,5,0.2,1,1
52,8,3,8.8,3,1
78,7,5,5.9,0,1
78,0,1,0.5,5,0
3,5,1,2.4,0,0
95,11,5,5.9,5,1
22,18,3,0.4,5,1
69,16,1,7.8,1,1
87,1,3,9.2,2,0
83,10,1,9.6,1,1
100,17,0,7.3,0,1
83,10,2,8.6,5,1
75,17,1,6.1,1,1
32,7,2,4.6,2,0
27,14,4,7.1,0,1
7,8,1,2.2,1,0
0,14,0,1.1,3,0
36,6,3,7.6,3,0
62,19,0,9.6,1,1
21,12,2,5.8,1,0
69,12,3,4.8,5,1
20,0,0,5.3,5,0
95,19,0,4.8,2,1
34,3,0,4.4,0,0
78,3,5,9.5,1,1
4,3,3,4.8,0,0
59,12,0,0.8,3,0
45,1,0,7.7,0,0
49,14,2,3.9,4,1
47,3,0,7.1,2,0
5,5,0,5.8,2,0
88,2,4,7.1,0,0
55,6,3,0.6,2,0
58,5,4,0.3,0,0
28,2,5,3.8,0,0
70,3,2,6.9,3,0
76,9,4,2.2,0,1
17,20,5,4.3,2,1
1,8,1,9.8,4,0
7,5,3,2.1,1,0
74,19,0,8.5,2,1
96,10,4,8.3,4,1
53,6,4,8.9,2,1
37,17,0,9.2,4,1
47,3,0,5.1,2,0
26,4,2,6.8,1,0
19,3,4,6.2,3,0
11,3,4,3.1,3,0
42,12,1,2.8,1,0
60,15,5,3.4,2,1
30,13,1,2.2,4,0
90,10,4,7.6,0,1
95,1,1,9.6,2,1
60,13,4,8.7,1,1
73,6,3,2.2,5,1
66,10,2,0.5,3,0
90,3,1,7.6,3,1
34,6,4,3.9,2,0
94,15,1,8.2,4,1
14,5,5,7.8,1,0
15,5,2,6.3,1,0
12,1,3,2.6,4,0
34,7,0,1.0,4,0
74,6,0,2.5,2,0
58,13,1,5.1,2,0
20,8,4,9.8,5,0
53,14,5,0.6,3,1
74,17,2,2.0,3,1
29,11,3,6.3,4,1
47,18,3,3.0,0,1
34,12,3,8.6,0,0
85,6,0,1.4,0,0
37,9,2,9.6,1,0
30,9,0,9.1,2,0
77,1,1,8.9,4,0
23,13,3,1.7,3,0
48,12,2,3.3,0,0
95,5,3,8.0,3,1
99,8,0,8.1,2,1
31,12,0,7.1,5,0
54,8,0,4.5,5,0
78,12,3,3.1,4,1
57,4,2,9.6,0,0
98,13,2,1.4,0,1
2,4,1,0.4,5,0
79,8,3,0.1,4,1
68,7,1,7.8,3,1
84,6,5,0.6,2,1
9,7,1,5.4,5,0
82,2,1,3.7,5,0
24,14,1,1.5,2,0
67,7,0,7.4,2,0
60,0,5,0.6,5,0
28,6,1,3.2,3,0
18,18,2,5.6,3,1
42,1,1,4.0,0,0
65,13,0,2.6,3,0
73,17,4,9.3,1,1
60,14,5,9.3,4,1
42,13,4,4.2,3,1
24,18,4,3.9,2,1
19,18,5,3.1,3,1
47,16,3,8.6,0,1
82,18,2,5.7,4,1
86,15,0,0.9,4,1
23,19,5,8.5,2,1
10,18,4,5.3,4,1
97,0,0,4.2,1,0
54,18,0,3.4,4,1
27,6,3,1.0,5,0
68,10,4,9.6,2,1
62,4,1,7.4,4,0
58,16,0,1.3,3,1
4,10,4,5.1,0,0
50,7,0,5.6,5,0
20,9,3,1.7,5,0
11,11,3,4.3,3,0
49,9,1,6.5,5,1
3,12,3,2.8,1,0
41,17,4,3.3,1,1
83,9,5,1.2,0,1
37,18,3,4.1,0,1
24,19,5,5.8,0,1
13,16,1,1.2,0,0
74,19,2,6.1,4,1
31,15,0,4.0,5,1
10,4,0,6.8,3,0
60,2,4,3.1,1,0
17,14,1,5.7,4,0
26,1,1,6.1,0,0
54,12,1,6.9,2,0
53,7,0,7.6,2,0
81,16,3,1.4,3,1
86,3,0,9.7,1,0
74,18,0,8.4,1,1
20,8,0,5.6,3,0
43,14,3,8.9,0,1
4,8,2,3.8,0,0
86,20,4,0.3,5,1
40,8,2,7.3,1,0
58,13,2,9.4,1,1
88,20,0,1.6,1,1
53,15,2,6.4,0,1
73,16,0,8.1,2,1
21,12,0,9.1,3,0
82,8,4,2.8,3,1
64,14,1,1.3,4,1
63,6,0,2.5,4,0
70,0,2,5.8,2,0
3,0,4,9.2,1,0
64,4,5,5.8,2,0
14,8,5,9.2,4,1
75,11,5,7.7,5,1
21,5,2,6.0,4,0
85,12,1,0.2,3,0
46,7,3,3.3,2,0
80,14,1,0.6,0,1
92,5,4,3.2,4,1
45,5,1,0.6,3,0
13,3,5,1.7,1,0
49,10,1,4.1,2,0
19,20,4,5.1,4,1
49,17,4,2.2,0,1
32,2,5,7.3,4,0
58,2,2,5.9,0,0
42,11,0,6.9,2,0
78,20,3,7.3,5,1
11,20,3,7.3,0,1
39,5,5,9.4,0,0
19,20,3,2.4,3,1
93,5,1,2.7,5,0
37,7,4,0.9,2,0
2,14,4,5.9,4,0
27,17,5,4.0,5,1
55,19,4,5.0,1,1
89,15,0,1.7,2,1
93,5,4,6.5,5,1
12,20,4,6.2,2,1
76,16,1,2.6,1,1
65,8,2,4.7,4,1
36,18,3,8.9,3,1
48,17,1,7.7,5,1
65,4,1,2.3,4,0
35,5,1,8.8,1,0
53,11,3,0.7,4,1
25,10,5,4.1,2,0
74,15,1,0.8,3,1
71,19,2,9.2,0,1
39,16,5,0.4,5,1
42,19,4,1.5,4,1
21,8,2,9.2,0,0
19,0,5,5.8,3,0
7,2,4,8.0,0,0
28,20,4,0.2,4,1
39,8,1,4.2,1,0
89,18,1,9.8,5,1
29,12,3,5.8,2,0
80,13,0,8.5,2,1
83,19,2,9.6,5,1
54,18,3,6.9,0,1
15,6,3,3.3,2,0
45,3,2,3.1,5,0
61,11,5,0.7,5,1
6,13,2,4.3,2,0
79,1,4,9.2,1,0
44,0,0,4.8,0,0
58,17,5,9.1,1,1
55,19,1,8.2,1,1
47,7,0,9.8,3,0
26,2,0,9.5,0,0
52,5,1,7.1,1,0
86,12,0,8.7,4,1
87,8,5,7.5,2,1
72,8,5,7.0,0,1
34,19,5,7.2,3,1
50,8,3,7.2,1,1
83,14,3,3.8,4,1
36,12,5,4.2,2,1
80,15,1,2.9,2,1
94,1,1,1.5,4,0
56,13,2,4.6,0,1
7,5,2,9.0,2,0
78,1,5,6.5,2,1
94,7,0,0.6,2,0
93,3,0,8.1,5,1
19,20,1,9.4,1,1
52,13,0,8.3,1,1
11,10,4,7.3,2,0
48,13,3,1.5,3,0
16,11,0,3.5,5,0
63,15,0,5.7,2,1
41,5,2,0.8,0,0
93,19,4,1.1,5,1
28,0,0,9.3,3,0
18,11,3,7.0,0,0
10,6,0,2.8,4,0
97,7,1,3.3,4,1
49,8,4,3.8,1,0
70,1,0,0.8,5,0
57,16,4,7.4,1,1
33,19,0,1.8,1,0
19,12,3,8.1,5,1
49,4,3,8.5,4,1
87,9,4,6.4,5,1
9,11,5,7.7,0,0
31,16,2,1.7,3,1
51,20,2,5.8,1,1
14,5,1,6.8,4,0
100,2,5,6.6,1,1
83,14,2,1.2,2,1
2,6,4,3.4,3,0
36,5,2,3.3,0,0
39,3,1,5.7,1,0
71,18,0,7.7,2,1
39,4,2,5.7,2,0
55,2,4,7.5,3,0
22,8,4,1.0,4,0
10,5,1,8.8,4,0
63,12,1,5.4,1,1
7,19,3,0.4,1,0
92,3,3,6.4,4,0
93,1,3,5.2,0,0
55,3,0,2.2,0,0
59,7,4,7.6,2,1
9,12,3,9.3,3,0
38,9,4,3.2,0,0
27,17,1,4.9,1,0
48,8,0,1.3,0,0
35,0,1,9.3,3,0
12,12,4,3.2,1,0
95,17,5,1.9,3,1
35,14,5,4.8,4,1
100,1,3,0.4,3,0
25,10,5,2.5,3,1
85,13,1,0.7,3,1
3,14,5,1.3,1,0
94,13,2,1.1,3,1
81,15,0,8.7,3,1
63,14,4,9.3,5,1
37,18,3,4.7,5,1
87,8,1,6.3,2,1
86,4,0,7.0,1,0
21,4,3,3.9,5,0
1,10,1,3.7,3,0
30,19,5,6.8,0,1
10,3,4,3.8,3,0
91,19,2,5.8,0,1
45,17,2,5.2,4,1
95,2,5,5.2,4,1
61,3,4,8.3,1,0
68,13,0,7.0,1,1
63,6,4,9.6,4,1
9,7,5,7.9,1,0
39,15,1,1.5,0,0
23,19,0,7.4,0,0
98,14,2,6.7,2,1
43,6,5,6.5,1,0
59,16,1,4.8,1,1
61,11,5,0.6,2,1
86,17,3,9.5,3,1
16,13,3,8.5,0,0
64,14,3,4.9,3,1
94,14,2,1.6,5,1
94,4,4,8.2,2,1
56,15,0,4.3,5,1
54,4,2,3.9,5,0
52,1,1,6.7,1,0
55,19,1,7.6,3,1
97,8,3,0.6,1,1
8,8,0,7.7,2,0
21,3,3,7.3,4,0
12,14,1,5.9,1,0
88,10,1,3.4,5,1
47,0,4,1.6,5,0
17,17,4,1.0,3,1
75,0,4,0.0,3,0
39,7,3,2.1,2,0
16,15,5,4.1,3,1
14,17,0,2.4,0,0
14,8,4,3.1,1,0
78,11,2,3.9,5,1
62,18,4,3.1,0,1
38,17,3,7.2,2,1
12,4,0,4.9,5,0
80,1,4,0.2,0,0
31,6,0,2.3,0,0
8,9,2,7.1,5,0
39,14,1,3.0,1,0
19,6,0,9.2,1,0
89,4,5,7.1,4,1
90,14,4,2.9,0,1
84,19,3,5.2,1,1
81,19,5,6.7,0,1
76,14,5,1.9,0,1
79,9,3,2.5,2,1
72,13,3,5.1,2,1
62,9,3,9.2,5,1
75,16,5,3.4,0,1
43,20,0,4.0,2,1
37,13,3,1.9,5,1
82,1,1,5.9,1,0
59,15,5,7.4,0,1
70,12,5,4.4,2,1
98,8,5,7.5,1,1
47,6,2,3.0,0,0
17,15,0,7.1,5,0
15,9,0,2.6,0,0
54,8,3,7.8,2,1
38,6,5,8.3,1,0
67,15,5,8.0,0,1
58,8,3,2.2,0,0
88,16,0,6.9,5,1
95,19,3,5.4,4,1
61,6,3,9.9,0,0
12,10,3,3.6,4,0
80,7,3,7.7,4,1
100,6,3,3.7,1,1
5,18,4,4.0,3,1
82,19,4,1.1,5,1
76,11,5,2.4,4,1
59,6,5,1.6,1,0
89,7,4,1.6,5,1
13,6,0,0.1,2,0
94,5,2,7.9,4,1
53,8,0,4.7,3,0
3,12,5,8.0,2,0
38,6,4,6.1,5,0
71,7,0,8.3,4,0
24,16,2,5.0,4,1
76,16,3,0.9,3,1
31,15,1,6.2,0,0
58,1,4,6.8,3,0
62,7,4,6.3,1,1
37,16,2,8.0,1,1
91,12,3,7.3,3,1
52,17,3,4.3,3,1
93,9,1,8.2,3,1
66,1,3,6.9,3,0
27,1,2,1.2,3,0
2,13,5,5.4,4,1
97,15,3,7.3,5,1
79,6,5,5.5,5,1
21,20,5,9.5,2,1
95,20,2,1.0,1,1
37,11,4,7.2,1,1
71,13,4,8.2,5,1
71,3,4,7.0,5,1
61,3,0,3.9,2,0
56,17,4,3.9,3,1
5,2,2,5.9,5,0
77,0,1,4.0,5,0
31,16,3,8.8,2,1
98,6,4,1.1,3,1
9,15,0,6.4,1,0
2,4,5,1.3,5,0
58,18,0,5.4,0,0
75,6,2,7.2,1,0
48,13,1,1.7,1,0
58,1,4,7.0,0,0
30,2,4,1.4,2,0
92,16,0,6.2,4,1
68,15,2,5.1,3,1
61,7,0,3.0,3,0
51,17,0,1.1,1,1
88,14,1,7.4,0,1
40,6,2,3.8,1,0
30,8,1,0.9,1,0
84,5,2,7.7,5,1
83,17,4,2.3,2,1
21,17,3,7.4,3,1
3,13,5,5.6,4,1
12,13,3,1.9,0,0
44,13,2,0.8,4,0
41,3,3,5.9,0,0
48,3,0,0.3,3,0
19,14,4,0.7,2,0
76,14,5,7.0,4,1
80,17,5,5.4,0,1
53,13,5,3.3,1,1
35,0,4,5.4,3,0
96,9,3,5.9,2,1
0,19,5,5.7,5,1
14,9,5,6.4,1,0
76,9,2,9.4,2,1
16,1,0,3.9,0,0
23,7,2,3.0,1,0
57,0,3,0.4,5,0
71,0,4,1.5,5,0
90,3,4,1.1,2,1
22,6,2,3.4,3,0
45,8,1,6.1,4,0
71,15,2,0.5,5,1
7,4,1,7.3,5,0
58,1,2,4.0,4,0
89,10,1,9.6,1,1
58,17,1,5.7,3,1
12,18,5,7.7,3,1
38,12,5,8.6,2,1
100,10,1,8.9,1,1
27,19,1,5.2,3,1
88,18,0,4.0,2,1
60,16,1,5.6,3,1
15,4,5,4.0,1,0
1,12,1,2.4,3,0
81,19,4,3.2,3,1
16,0,0,2.3,3,0
29,9,1,2.7,4,0
12,7,5,0.9,0,0
95,7,5,4.3,1,1
92,18,3,2.4,4,1
93,5,5,4.5,0,1
81,11,0,7.9,5,1
12,6,5,4.5,3,0
42,15,4,9.5,3,1
84,8,2,1.5,4,1
93,20,4,8.5,2,1
20,9,4,2.5,1,0
54,9,0,9.3,0,0
80,9,0,2.3,3,0
39,19,3,7.5,1,1
82,15,5,0.6,3,1
14,0,3,6.3,3,0
72,16,0,2.2,3,1
51,20,5,6.7,1,1
73,13,0,6.4,4,1
94,18,0,9.2,1,1
52,20,2,6.3,1,1
86,20,4,4.1,5,1
51,16,3,1.9,2,1
29,13,3,6.6,2,1
32,7,1,1.2,4,0
56,20,2,8.3,2,1
51,20,0,2.5,4,1
8,8,0,5.2,3,0
53,7,2,6.0,3,0
0,12,5,3.6,1,0
43,16,3,6.6,3,1
98,18,0,2.5,2,1
74,6,1,0.3,0,0
97,16,3,9.6,1,1
79,0,4,3.2,4,0
8,4,2,7.1,3,0
31,5,3,5.1,1,0
14,1,4,6.7,1,0
11,15,1,1.1,1,0
96,4,5,5.2,3,1
77,4,2,3.9,4,1
56,11,5,4.5,1,1
7,2,0,9.7,1,0
71,15,5,1.4,1,1
26,5,0,7.5,5,0
61,14,4,3.3,3,1
11,14,3,2.9,5,0
64,15,1,2.7,2,1
41,19,4,3.5,4,1
61,12,1,3.6,1,1
10,11,5,2.7,5,0
42,9,1,6.7,1,0
94,13,5,0.5,5,1
16,1,1,3.3,1,0
96,2,2,2.8,3,0
31,8,4,7.5,2,0
92,10,2,1.5,1,1
84,10,3,9.4,5,1
84,9,3,1.7,1,1
39,13,0,3.7,3,0
22,8,0,2.0,4,0
55,19,0,2.9,4,1
5,20,3,7.6,2,1
85,9,1,4.8,4,1
49,8,5,1.6,1,1
36,4,1,0.5,3,0
63,7,4,2.3,1,0
53,10,3,9.5,1,1
71,0,5,8.5,2,0
48,20,5,4.4,4,1
98,9,5,4.8,4,1
10,0,0,9.0,4,0
87,6,5,5.9,5,1
48,13,5,8.8,1,1
20,4,3,4.9,3,0
65,16,1,2.0,3,1
62,20,1,7.3,1,1
82,5,2,5.3,0,0
27,15,2,6.7,1,0
16,10,4,1.6,5,0
5,9,3,6.5,4,0
18,14,2,3.8,1,0
55,6,2,3.3,5,0
27,1,3,6.7,0,0
65,11,1,5.9,1,1
37,18,4,6.5,4,1
36,11,4,9.7,2,1
67,15,4,7.0,3,1
85,5,2,6.4,0,0
89,2,1,6.1,2,0
48,1,4,4.0,3,0
42,19,3,8.4,2,1
35,4,4,3.8,1,0
57,10,0,7.0,1,0
12,2,1,2.9,3,0
51,2,0,1.5,3,0
57,4,1,1.3,1,0
31,10,5,6.3,1,0
80,2,3,3.3,5,0
99,12,5,2.8,3,1
59,20,2,5.9,3,1
82,7,2,0.3,5,1
57,19,5,2.5,3,1
98,9,1,3.4,4,1
55,1,4,7.1,5,0
27,3,0,5.5,4,0
0,17,3,8.6,1,0
41,18,4,3.3,4,1
81,3,2,3.0,0,0
47,19,4,0.3,1,1
39,8,5,9.5,0,0
96,15,5,5.0,2,1
62,5,0,5.0,0,0
75,3,2,9.2,2,0
71,8,1,2.9,0,0
87,12,3,3.3,2,1
79,8,5,6.6,2,1
3,5,3,7.9,1,0
37,20,2,7.0,3,1
26,18,1,7.9,3,1
8,13,5,5.8,1,1
15,20,0,8.6,2,0
55,14,3,5.5,3,1
75,2,2,2.3,3,0
30,4,3,5.4,0,0
87,20,1,7.1,4,1
13,17,0,6.5,1,0
24,13,1,2.4,4,0
33,15,5,0.4,2,1
66,13,4,2.5,0,1
23,8,1,9.8,3,0
72,14,1,1.8,5,1
25,6,3,4.6,0,0
19,13,1,6.4,1,0
63,5,2,8.8,2,0
9,20,5,7.6,0,1
82,14,3,9.1,0,1
66,19,3,6.0,0,1
23,7,4,8.7,3,0
4,1,5,2.6,2,0
66,7,2,4.3,3,0
57,0,5,8.4,0,0
26,16,1,3.3,3,0
79,18,4,8.7,3,1
14,4,2,3.6,1,0
34,19,4,3.6,4,1
75,15,5,3.1,4,1
52,6,0,5.5,1,0
43,6,5,1.3,1,0
25,17,1,0.4,5,1
46,17,4,9.0,3,1
33,1,0,9.3,5,0
86,14,1,0.8,3,1
94,13,4,5.5,2,1
49,17,4,5.4,4,1
83,8,5,3.7,3,1
11,13,4,5.7,2,0
86,4,4,4.6,5,1
3,10,3,4.9,4,0
86,7,4,7.6,2,1
47,4,5,5.3,2,0
54,10,3,3.2,1,1
0,4,3,5.8,0,0
88,16,0,6.4,0,1
65,3,1,6.6,0,0
29,14,3,6.2,2,1
2,18,2,6.6,3,0
20,1,3,3.1,5,0
88,16,2,4.5,0,1
83,11,0,6.7,3,1
48,16,2,7.5,4,1
85,9,0,4.3,5,1
84,17,0,3.7,5,1
61,18,0,7.2,0,1
96,17,2,2.2,2,1
37,12,2,0.1,1,0
14,13,0,4.7,2,0
51,15,0,1.7,5,1
78,17,1,3.8,3,1
45,17,0,2.9,4,0
24,15,4,7.8,5,1
20,16,1,3.3,2,0
87,6,1,6.4,5,1
4,11,1,6.7,1,0
69,1,4,4.6,1,0
46,9,1,0.8,4,0
86,4,1,7.0,0,0
67,20,2,0.8,2,1
90,2,5,1.0,5,1
17,18,2,2.0,2,1
20,12,0,2.8,1,0
91,11,0,8.5,3,1
98,2,3,6.7,2,1
85,5,5,3.9,1,1
22,13,4,9.8,3,1
63,3,2,2.4,0,0
66,12,0,6.1,0,0
39,18,4,8.5,1,1
9,17,1,8.0,1,0
88,2,4,0.9,0,0
51,19,2,7.0,1,1
71,5,5,2.6,4,0
74,15,3,3.6,2,1
60,19,2,4.9,4,1
63,2,5,7.9,3,1
4,11,0,1.7,1,0
